t [s],Red [bit],IR [bit]
11.2,51135,56001
11.208,51147,56005
11.216,51158,56012
11.224,51166,56024
11.232,51171,56040
11.24,51171,56058
11.248,51170,56075
11.256,51168,56091
11.264,51169,56104
11.272,51172,56115
11.28,51177,56126
11.288,51183,56137
11.296,51189,56149
11.304,51194,56162
11.312,51198,56175
11.32,51201,56188
11.328,51204,56200
11.336,51209,56211
11.344,51216,56222
11.352,51225,56233
11.36,51237,56245
11.368,51248,56258
11.376,51258,56272
11.384,51263,56284
11.392,51262,56291
11.4,51257,56289
11.408,51247,56273
11.416,51232,56239
11.424,51211,56187
11.432,51185,56118
11.44,51154,56036
11.448,51118,55946
11.456,51079,55854
11.464,51041,55764
11.472,51004,55682
11.48,50971,55612
11.488,50944,55553
11.496,50924,55508
11.504,50911,55475
11.512,50903,55452
11.52,50899,55439
11.528,50897,55432
11.536,50896,55430
11.544,50895,55432
11.552,50894,55436
11.56,50894,55441
11.568,50894,55447
11.576,50896,55452
11.584,50898,55458
11.592,50900,55464
11.6,50903,55470
11.608,50907,55476
11.616,50912,55484
11.624,50918,55492
11.632,50923,55503
11.64,50924,55516
11.648,50923,55530
11.656,50919,55546
11.664,50917,55563
11.672,50918,55578
11.68,50925,55593
11.688,50937,55607
11.696,50952,55618
11.704,50965,55627
11.712,50974,55635
11.72,50979,55640
11.728,50980,55643
11.736,50978,55645
11.744,50977,55646
11.752,50976,55645
11.76,50977,55644
11.768,50979,55642
11.776,50982,55642
11.784,50983,55644
11.792,50981,55650
11.8,50977,55660
11.808,50972,55673
11.816,50968,55687
11.824,50967,55700
11.832,50972,55711
11.84,50982,55720
11.848,50995,55728
11.856,51008,55737
11.864,51019,55749
11.872,51027,55763
11.88,51033,55779
11.888,51039,55796
11.896,51045,55814
11.904,51051,55830
11.912,51058,55844
11.92,51066,55857
11.928,51073,55870
11.936,51080,55885
11.944,51086,55903
11.952,51090,55925
11.96,51093,55950
11.968,51097,55975
11.976,51101,55995
11.984,51106,56008
11.992,51113,56014
12,51121,56018
12.008,51129,56021
12.016,51136,56027
12.024,51141,56037
12.032,51146,56050
12.04,51151,56064
12.048,51156,56077
12.056,51160,56088
12.064,51165,56097
12.072,51170,56106
12.08,51175,56116
12.088,51180,56130
12.096,51184,56147
12.104,51189,56167
12.112,51194,56186
12.12,51198,56203
12.128,51203,56214
12.136,51208,56221
12.144,51213,56225
12.152,51218,56229
12.16,51223,56236
12.168,51227,56246
12.176,51232,56259
12.184,51237,56273
12.192,51242,56286
12.2,51246,56299
12.208,51251,56310
12.216,51257,56321
12.224,51262,56332
12.232,51268,56344
12.24,51273,56359
12.248,51277,56376
12.256,51280,56395
12.264,51284,56414
12.272,51288,56430
12.28,51292,56443
12.288,51299,56452
12.296,51305,56458
12.304,51311,56461
12.312,51313,56457
12.32,51311,56442
12.328,51302,56412
12.336,51285,56364
12.344,51260,56298
12.352,51228,56217
12.36,51192,56127
12.368,51153,56033
12.376,51113,55941
12.384,51077,55857
12.392,51044,55782
12.4,51016,55720
12.408,50995,55671
12.416,50978,55635
12.424,50967,55612
12.432,50960,55599
12.44,50957,55594
12.448,50956,55595
12.456,50957,55600
12.464,50960,55606
12.472,50963,55614
12.48,50967,55621
12.488,50970,55629
12.496,50974,55636
12.504,50977,55643
12.512,50980,55650
12.52,50983,55658
12.528,50987,55666
12.536,50991,55675
12.544,50995,55687
12.552,51001,55701
12.56,51006,55716
12.568,51012,55732
12.576,51019,55749
12.584,51025,55764
12.592,51032,55779
12.6,51038,55792
12.608,51044,55803
12.616,51049,55812
12.624,51053,55820
12.632,51056,55824
12.64,51057,55827
12.648,51058,55828
12.656,51058,55830
12.664,51057,55831
12.672,51056,55833
12.68,51055,55833
12.688,51055,55831
12.696,51056,55826
12.704,51058,55820
12.712,51060,55816
12.72,51063,55817
12.728,51067,55825
12.736,51071,55841
12.744,51075,55860
12.752,51079,55881
12.76,51084,55899
12.768,51089,55915
12.776,51095,55929
12.784,51101,55941
12.792,51107,55955
12.8,51114,55970
12.808,51120,55987
12.816,51126,56006
12.824,51132,56023
12.832,51137,56039
12.84,51143,56052
12.848,51151,56060
12.856,51161,56066
12.864,51172,56072
12.872,51183,56082
12.88,51191,56096
12.888,51197,56115
12.896,51200,56136
12.904,51200,56157
12.912,51201,56175
12.92,51203,56189
12.928,51207,56201
12.936,51213,56212
12.944,51219,56223
12.952,51225,56234
12.96,51230,56246
12.968,51233,56258
12.976,51235,56270
12.984,51237,56282
12.992,51241,56292
13,51249,56301
13.008,51262,56309
13.016,51277,56317
13.024,51291,56327
13.032,51302,56338
13.04,51306,56351
13.048,51304,56364
13.056,51298,56378
13.064,51293,56391
13.072,51292,56403
13.08,51294,56415
13.088,51299,56426
13.096,51306,56437
13.104,51312,56449
13.112,51316,56461
13.12,51318,56474
13.128,51320,56486
13.136,51324,56498
13.144,51332,56511
13.152,51343,56523
13.16,51357,56535
13.168,51370,56547
13.176,51380,56558
13.184,51384,56570
13.192,51383,56581
13.2,51380,56593
13.208,51377,56606
13.216,51378,56619
13.224,51380,56630
13.232,51384,56635
13.24,51385,56630
13.248,51381,56609
13.256,51368,56572
13.264,51348,56516
13.272,51319,56444
13.28,51285,56360
13.288,51247,56269
13.296,51211,56178
13.304,51177,56092
13.312,51148,56015
13.32,51123,55949
13.328,51102,55897
13.336,51084,55858
13.344,51068,55832
13.352,51056,55815
13.36,51047,55807
13.368,51043,55806
13.376,51043,55809
13.384,51045,55816
13.392,51049,55825
13.4,51053,55835
13.408,51058,55846
13.416,51063,55856
13.424,51070,55867
13.432,51076,55878
13.44,51081,55889
13.448,51083,55901
13.456,51083,55914
13.464,51080,55928
13.472,51079,55944
13.48,51081,55960
13.488,51088,55977
13.496,51100,55993
13.504,51114,56009
13.512,51127,56023
13.52,51137,56035
13.528,51144,56045
13.536,51148,56052
13.544,51149,56057
13.552,51150,56060
13.56,51150,56061
13.568,51150,56060
13.576,51149,56058
13.584,51148,56055
13.592,51147,56053
13.6,51146,56053
13.608,51146,56053
13.616,51146,56055
13.624,51147,56059
13.632,51148,56063
13.64,51151,56069
13.648,51154,56075
13.656,51158,56083
13.664,51162,56093
13.672,51167,56104
13.68,51172,56117
13.688,51177,56131
13.696,51181,56146
13.704,51187,56161
13.712,51194,56175
13.72,51201,56189
13.728,51209,56202
13.736,51216,56217
13.744,51220,56234
13.752,51221,56254
13.76,51220,56276
13.768,51218,56297
13.776,51220,56315
13.784,51226,56329
13.792,51236,56338
13.8,51248,56345
13.808,51260,56352
13.816,51270,56360
13.824,51277,56370
13.832,51281,56382
13.84,51285,56395
13.848,51289,56407
13.856,51293,56418
13.864,51297,56428
13.872,51302,56437
13.88,51306,56446
13.888,51310,56455
13.896,51315,56467
13.904,51318,56481
13.912,51322,56497
13.92,51326,56512
13.928,51330,56525
13.936,51334,56535
13.944,51338,56542
13.952,51342,56546
13.96,51346,56551
13.968,51350,56558
13.976,51354,56567
13.984,51359,56577
13.992,51363,56589
14,51367,56600
14.008,51372,56611
14.016,51376,56622
14.024,51380,56631
14.032,51384,56641
14.04,51389,56651
14.048,51393,56663
14.056,51397,56676
14.064,51402,56691
14.072,51406,56706
14.08,51411,56720
14.088,51415,56732
14.096,51420,56741
14.104,51424,56748
14.112,51428,56755
14.12,51432,56762
14.128,51436,56772
14.136,51440,56783
14.144,51445,56796
14.152,51450,56809
14.16,51454,56819
14.168,51458,56823
14.176,51458,56817
14.184,51453,56797
14.192,51440,56760
14.2,51421,56705
14.208,51394,56635
14.216,51362,56554
14.224,51326,56467
14.232,51289,56378
14.24,51253,56295
14.248,51221,56219
14.256,51192,56155
14.264,51169,56105
14.272,51151,56067
14.28,51138,56040
14.288,51130,56024
14.296,51127,56017
14.304,51126,56016
14.312,51127,56022
14.32,51130,56032
14.328,51134,56045
14.336,51139,56058
14.344,51144,56068
14.352,51151,56075
14.36,51158,56079
14.368,51166,56085
14.376,51175,56094
14.384,51182,56110
14.392,51189,56131
14.4,51195,56156
14.408,51200,56182
14.416,51205,56204
14.424,51211,56223
14.432,51217,56238
14.44,51223,56250
14.448,51228,56259
14.456,51232,56266
14.464,51235,56272
14.472,51237,56277
14.48,51237,56278
14.488,51236,56277
14.496,51234,56270
14.504,51232,56260
14.512,51230,56248
14.52,51227,56237
14.528,51225,56229
14.536,51224,56227
14.544,51223,56231
14.552,51223,56238
14.56,51224,56247
14.568,51226,56256
14.576,51228,56264
14.584,51231,56272
14.592,51235,56280
14.6,51239,56290
14.608,51244,56301
14.616,51248,56314
14.624,51252,56327
14.632,51257,56340
14.64,51262,56354
14.648,51269,56367
14.656,51278,56381
14.664,51289,56394
14.672,51299,56407
14.68,51307,56420
14.688,51311,56433
14.696,51313,56445
14.704,51314,56457
14.712,51314,56469
14.72,51316,56481
14.728,51319,56492
14.736,51325,56502
14.744,51330,56513
14.752,51336,56523
14.76,51340,56533
14.768,51343,56544
14.776,51344,56553
14.784,51345,56562
14.792,51348,56570
14.8,51355,56576
14.808,51366,56581
14.816,51379,56586
14.824,51391,56592
14.832,51400,56601
14.84,51403,56611
14.848,51400,56622
14.856,51395,56632
14.864,51390,56642
14.872,51388,56651
14.88,51389,56660
14.888,51392,56668
14.896,51397,56676
14.904,51401,56685
14.912,51405,56694
14.92,51408,56703
14.928,51410,56711
14.936,51413,56720
14.944,51416,56729
14.952,51420,56738
14.96,51425,56748
14.968,51431,56757
14.976,51436,56767
14.984,51441,56777
14.992,51445,56786
15,51447,56796
15.008,51449,56805
15.016,51451,56814
15.024,51454,56823
15.032,51457,56834
15.04,51462,56845
15.048,51466,56855
15.056,51470,56863
15.064,51472,56864
15.072,51470,56854
15.08,51463,56830
15.088,51449,56790
15.096,51427,56735
15.104,51400,56668
15.112,51368,56592
15.12,51336,56514
15.128,51305,56437
15.136,51276,56366
15.144,51251,56304
15.152,51229,56254
15.16,51212,56215
15.168,51198,56188
15.176,51188,56172
15.184,51183,56164
15.192,51181,56163
15.2,51182,56167
15.208,51185,56175
15.216,51190,56185
15.224,51196,56198
15.232,51202,56211
15.24,51209,56226
15.248,51214,56241
15.256,51219,56257
15.264,51223,56274
15.272,51228,56292
15.28,51234,56311
15.288,51241,56330
15.296,51251,56349
15.304,51260,56367
15.312,51270,56383
15.32,51278,56398
15.328,51284,56410
15.336,51289,56419
15.344,51291,56425
15.352,51292,56429
15.36,51292,56429
15.368,51293,56426
15.376,51293,56421
15.384,51293,56415
15.392,51291,56408
15.4,51285,56404
15.408,51275,56401
15.416,51263,56401
15.424,51252,56401
15.432,51245,56403
15.44,51246,56404
15.448,51253,56404
15.456,51263,56406
15.464,51275,56409
15.472,51284,56414
15.48,51290,56422
15.488,51293,56432
15.496,51296,56443
15.504,51299,56455
15.512,51303,56467
15.52,51309,56480
15.528,51316,56493
15.536,51323,56506
15.544,51329,56519
15.552,51334,56532
15.56,51336,56545
15.568,51336,56558
15.576,51337,56571
15.584,51339,56583
15.592,51344,56595
15.6,51352,56606
15.608,51361,56617
15.616,51369,56628
15.624,51376,56639
15.632,51381,56649
15.64,51385,56660
15.648,51388,56669
15.656,51391,56679
15.664,51395,56687
15.672,51399,56694
15.68,51403,56701
15.688,51407,56709
15.696,51410,56720
15.704,51414,56734
15.712,51417,56749
15.72,51420,56764
15.728,51423,56775
15.736,51426,56782
15.744,51429,56786
15.752,51432,56787
15.76,51435,56788
15.768,51438,56791
15.776,51441,56797
15.784,51444,56805
15.792,51447,56814
15.8,51450,56824
15.808,51454,56832
15.816,51457,56840
15.824,51461,56846
15.832,51465,56853
15.84,51468,56861
15.848,51471,56872
15.856,51472,56887
15.864,51473,56904
15.872,51474,56920
15.88,51477,56934
15.888,51481,56944
15.896,51486,56949
15.904,51492,56949
15.912,51497,56946
15.92,51498,56935
15.928,51493,56916
15.936,51482,56883
15.944,51464,56835
15.952,51440,56773
15.96,51410,56698
15.968,51377,56617
15.976,51343,56534
15.984,51310,56455
15.992,51279,56383
16,51252,56322
16.008,51230,56272
16.016,51213,56234
16.024,51200,56207
16.032,51191,56189
16.04,51185,56178
16.048,51182,56173
16.056,51182,56173
16.064,51183,56175
16.072,51185,56180
16.08,51188,56185
16.088,51191,56192
16.096,51194,56198
16.104,51197,56205
16.112,51200,56211
16.12,51202,56218
16.128,51205,56226
16.136,51209,56234
16.144,51212,56242
16.152,51216,56250
16.16,51221,56259
16.168,51226,56269
16.176,51231,56281
16.184,51236,56293
16.192,51240,56305
16.2,51244,56316
16.208,51247,56324
16.216,51249,56328
16.224,51250,56330
16.232,51250,56329
16.24,51249,56326
16.248,51247,56322
16.256,51245,56318
16.264,51243,56314
16.272,51241,56310
16.28,51239,56308
16.288,51238,56306
16.296,51237,56304
16.304,51238,56302
16.312,51239,56301
16.32,51241,56301
16.328,51244,56305
16.336,51247,56313
16.344,51250,56323
16.352,51253,56336
16.36,51257,56350
16.368,51261,56362
16.376,51265,56374
16.384,51270,56385
16.392,51275,56395
16.4,51279,56405
16.408,51284,56416
16.416,51288,56428
16.424,51292,56441
16.432,51295,56453
16.44,51298,56464
16.448,51303,56470
16.456,51308,56473
16.464,51316,56473
16.472,51324,56473
16.48,51332,56476
16.488,51338,56485
16.496,51341,56498
16.504,51342,56515
16.512,51341,56531
16.52,51340,56544
16.528,51340,56554
16.536,51342,56561
16.544,51345,56567
16.552,51348,56573
16.56,51352,56580
16.568,51355,56587
16.576,51358,56596
16.584,51360,56604
16.592,51363,56611
16.6,51365,56617
16.608,51368,56620
16.616,51371,56622
16.624,51374,56624
16.632,51377,56628
16.64,51380,56636
16.648,51382,56646
16.656,51385,56658
16.664,51388,56669
16.672,51391,56680
16.68,51394,56689
16.688,51397,56697
16.696,51401,56704
16.704,51405,56711
16.712,51408,56719
16.72,51410,56727
16.728,51411,56735
16.736,51413,56743
16.744,51415,56750
16.752,51420,56758
16.76,51428,56767
16.768,51438,56776
16.776,51447,56784
16.784,51452,56788
16.792,51451,56783
16.8,51443,56766
16.808,51427,56734
16.816,51404,56686
16.824,51377,56624
16.832,51346,56551
16.84,51315,56471
16.848,51283,56390
16.856,51251,56314
16.864,51221,56246
16.872,51194,56188
16.88,51170,56142
16.888,51151,56105
16.896,51138,56078
16.904,51132,56057
16.912,51134,56042
16.92,51141,56032
16.928,51150,56028
16.936,51155,56029
16.944,51156,56033
16.952,51152,56039
16.96,51144,56045
16.968,51137,56050
16.976,51132,56054
16.984,51131,56056
16.992,51133,56059
17,51136,56062
17.008,51139,56068
17.016,51142,56075
17.024,51145,56083
17.032,51148,56093
17.04,51151,56104
17.048,51155,56114
17.056,51160,56125
17.064,51166,56134
17.072,51172,56142
17.08,51178,56147
17.088,51181,56151
17.096,51182,56152
17.104,51180,56152
17.112,51177,56149
17.12,51173,56145
17.128,51169,56141
17.136,51166,56136
17.144,51163,56132
17.152,51162,56129
17.16,51161,56127
17.168,51161,56127
17.176,51162,56129
17.184,51163,56132
17.192,51164,56136
17.2,51165,56142
17.208,51167,56149
17.216,51170,56157
17.224,51174,56165
17.232,51179,56174
17.24,51185,56184
17.248,51190,56194
17.256,51195,56203
17.264,51199,56213
17.272,51202,56223
17.28,51205,56233
17.288,51208,56243
17.296,51212,56253
17.304,51216,56262
17.312,51220,56272
17.32,51224,56281
17.328,51228,56289
17.336,51232,56298
17.344,51235,56306
17.352,51239,56314
17.36,51241,56321
17.368,51243,56329
17.376,51245,56337
17.384,51247,56344
17.392,51250,56352
17.4,51253,56359
17.408,51257,56366
17.416,51261,56372
17.424,51265,56379
17.432,51268,56386
17.44,51270,56393
17.448,51272,56399
17.456,51274,56406
17.464,51276,56413
17.472,51280,56420
17.48,51285,56426
17.488,51290,56433
17.496,51293,56440
17.504,51293,56448
17.512,51290,56458
17.52,51284,56468
17.528,51278,56478
17.536,51276,56487
17.544,51280,56495
17.552,51288,56501
17.56,51300,56506
17.568,51311,56512
17.576,51320,56518
17.584,51325,56525
17.592,51328,56533
17.6,51329,56541
17.608,51331,56550
17.616,51334,56558
17.624,51338,56567
17.632,51344,56575
17.64,51349,56583
17.648,51353,56590
17.656,51353,56598
17.664,51350,56605
17.672,51345,56613
17.68,51341,56622
17.688,51340,56631
17.696,51344,56638
17.704,51351,56642
17.712,51357,56638
17.72,51360,56622
17.728,51354,56591
17.736,51339,56546
17.744,51316,56486
17.752,51288,56416
17.76,51255,56340
17.768,51223,56262
17.776,51191,56189
17.784,51163,56123
17.792,51138,56067
17.8,51118,56024
17.808,51103,55992
17.816,51092,55971
17.824,51084,55958
17.832,51080,55950
17.84,51078,55946
17.848,51078,55944
17.856,51079,55943
17.864,51080,55944
17.872,51082,55947
17.88,51084,55951
17.888,51086,55955
17.896,51087,55960
17.904,51089,55966
17.912,51091,55971
17.92,51094,55977
17.928,51098,55982
17.936,51103,55990
17.944,51108,55999
17.952,51110,56013
17.96,51110,56029
17.968,51108,56047
17.976,51106,56064
17.984,51105,56076
17.992,51108,56081
18,51114,56079
18.008,51120,56072
18.016,51125,56064
18.024,51128,56055
18.032,51127,56048
18.04,51124,56043
18.048,51121,56039
18.056,51118,56036
18.064,51116,56033
18.072,51116,56030
18.08,51116,56027
18.088,51117,56027
18.096,51118,56030
18.104,51120,56037
18.112,51122,56049
18.12,51124,56063
18.128,51126,56079
18.136,51129,56092
18.144,51133,56101
18.152,51137,56106
18.16,51142,56110
18.168,51148,56113
18.176,51153,56119
18.184,51157,56127
18.192,51161,56137
18.2,51165,56149
18.208,51170,56160
18.216,51174,56170
18.224,51178,56179
18.232,51182,56186
18.24,51186,56194
18.248,51190,56202
18.256,51193,56212
18.264,51197,56224
18.272,51200,56238
18.28,51203,56252
18.288,51206,56263
18.296,51209,56270
18.304,51213,56274
18.312,51216,56277
18.32,51219,56279
18.328,51221,56282
18.336,51224,56288
18.344,51227,56296
18.352,51230,56304
18.36,51232,56311
18.368,51235,56318
18.376,51238,56324
18.384,51241,56329
18.392,51244,56336
18.4,51247,56345
18.408,51250,56356
18.416,51253,56370
18.424,51256,56383
18.432,51259,56394
18.44,51262,56402
18.448,51266,56407
18.456,51269,56411
18.464,51273,56415
18.472,51276,56420
18.48,51280,56427
18.488,51283,56435
18.496,51287,56444
18.504,51290,56453
18.512,51293,56461
18.52,51297,56470
18.528,51300,56479
18.536,51304,56488
18.544,51307,56498
18.552,51311,56505
18.56,51315,56512
18.568,51319,56517
18.576,51322,56522
18.584,51326,56528
18.592,51329,56535
18.6,51332,56546
18.608,51335,56558
18.616,51339,56570
18.624,51343,56582
18.632,51346,56589
18.64,51347,56590
18.648,51345,56580
18.656,51338,56558
18.664,51326,56522
18.672,51306,56472
18.68,51282,56410
18.688,51253,56340
18.696,51221,56264
18.704,51189,56185
18.712,51159,56108
18.72,51131,56037
18.728,51108,55976
18.736,51089,55930
18.744,51075,55899
18.752,51065,55884
18.76,51059,55878
18.768,51055,55879
18.776,51053,55881
18.784,51053,55883
18.792,51054,55885
18.8,51055,55887
18.808,51056,55889
18.816,51058,55892
18.824,51059,55896
18.832,51061,55900
18.84,51062,55904
18.848,51064,55908
18.856,51066,55913
18.864,51070,55920
18.872,51074,55928
18.88,51078,55938
18.888,51083,55948
18.896,51088,55959
18.904,51092,55970
18.912,51096,55980
18.92,51099,55989
18.928,51102,55995
18.936,51104,56000
18.944,51105,56001
18.952,51105,56001
18.96,51105,55999
18.968,51103,55996
18.976,51101,55993
18.984,51098,55991
18.992,51095,55987
19,51093,55981
19.008,51094,55974
19.016,51098,55965
19.024,51105,55959
19.032,51111,55958
19.04,51116,55963
19.048,51119,55975
19.056,51118,55989
19.064,51116,56005
19.072,51114,56019
19.08,51115,56031
19.088,51118,56041
19.096,51123,56051
19.104,51129,56061
19.112,51135,56072
19.12,51140,56084
19.128,51143,56096
19.136,51146,56108
19.144,51148,56120
19.152,51152,56130
19.16,51159,56139
19.168,51169,56147
19.176,51182,56155
19.184,51194,56164
19.192,51202,56173
19.2,51206,56184
19.208,51205,56194
19.216,51201,56204
19.224,51197,56213
19.232,51196,56222
19.24,51197,56230
19.248,51201,56238
19.256,51205,56246
19.264,51210,56253
19.272,51213,56261
19.28,51216,56269
19.288,51217,56276
19.296,51219,56284
19.304,51222,56292
19.312,51226,56300
19.32,51232,56308
19.328,51240,56316
19.336,51247,56324
19.344,51254,56332
19.352,51258,56341
19.36,51259,56349
19.368,51259,56358
19.376,51258,56367
19.384,51259,56375
19.392,51261,56384
19.4,51264,56393
19.408,51268,56402
19.416,51272,56411
19.424,51276,56421
19.432,51281,56430
19.44,51285,56440
19.448,51289,56449
19.456,51292,56458
19.464,51294,56468
19.472,51295,56477
19.48,51297,56486
19.488,51299,56496
19.496,51303,56505
19.504,51308,56515
19.512,51314,56524
19.52,51320,56533
19.528,51325,56542
19.536,51329,56551
19.544,51332,56559
19.552,51335,56568
19.56,51337,56577
19.568,51340,56586
19.576,51344,56595
19.584,51350,56603
19.592,51356,56610
19.6,51359,56614
19.608,51356,56611
19.616,51345,56599
19.624,51326,56574
19.632,51301,56533
19.64,51273,56476
19.648,51244,56403
19.656,51218,56322
19.664,51192,56237
19.672,51167,56156
19.68,51142,56084
19.688,51118,56024
19.696,51096,55976
19.704,51078,55939
19.712,51064,55912
19.72,51055,55893
19.728,51050,55880
19.736,51048,55873
19.744,51047,55870
19.752,51047,55869
19.76,51047,55871
19.768,51047,55873
19.776,51046,55875
19.784,51045,55878
19.792,51046,55880
19.8,51047,55882
19.808,51049,55884
19.816,51052,55888
19.824,51055,55893
19.832,51059,55900
19.84,51063,55908
19.848,51066,55918
19.856,51071,55930
19.864,51075,55941
19.872,51080,55950
19.88,51084,55958
19.888,51089,55965
19.896,51092,55971
19.904,51094,55979
19.912,51095,55988
19.92,51096,55998
19.928,51095,56005
19.936,51094,56007
19.944,51093,56003
19.952,51091,55994
19.96,51089,55983
19.968,51088,55972
19.976,51087,55966
19.984,51087,55964
19.992,51088,55966
20,51089,55971
20.008,51091,55977
20.016,51094,55984
20.024,51096,55991
20.032,51100,55999
20.04,51103,56007
20.048,51107,56017
20.056,51112,56028
20.064,51117,56041
20.072,51122,56055
20.08,51127,56069
20.088,51132,56082
20.096,51136,56094
20.104,51141,56103
20.112,51146,56112
20.12,51150,56120
20.128,51155,56129
20.136,51159,56139
20.144,51163,56149
20.152,51168,56158
20.16,51172,56168
20.168,51176,56177
20.176,51180,56187
20.184,51183,56198
20.192,51187,56209
20.2,51190,56218
20.208,51194,56224
20.216,51197,56226
20.224,51201,56225
20.232,51204,56224
20.24,51208,56227
20.248,51211,56235
20.256,51214,56248
20.264,51217,56265
20.272,51220,56281
20.28,51223,56294
20.288,51227,56304
20.296,51230,56312
20.304,51234,56318
20.312,51237,56326
20.32,51240,56335
20.328,51244,56347
20.336,51247,56358
20.344,51250,56368
20.352,51254,56373
20.36,51258,56374
20.368,51262,56373
20.376,51267,56372
20.384,51271,56376
20.392,51275,56386
20.4,51279,56402
20.408,51283,56421
20.416,51286,56440
20.424,51289,56456
20.432,51293,56468
20.44,51297,56477
20.448,51300,56485
20.456,51305,56493
20.464,51309,56502
20.472,51313,56513
20.48,51316,56524
20.488,51319,56536
20.496,51321,56546
20.504,51325,56552
20.512,51330,56555
20.52,51338,56555
20.528,51347,56556
20.536,51357,56560
20.544,51364,56571
20.552,51368,56586
20.56,51368,56602
20.568,51365,56612
20.576,51358,56611
20.584,51349,56594
20.592,51336,56561
20.6,51319,56512
20.608,51296,56449
20.616,51269,56377
20.624,51238,56301
20.632,51204,56225
20.64,51170,56153
20.648,51139,56088
20.656,51113,56031
20.664,51096,55984
20.672,51088,55946
20.68,51087,55919
20.688,51090,55901
20.696,51091,55892
20.704,51089,55891
20.712,51083,55894
20.72,51074,55900
20.728,51067,55907
20.736,51064,55914
20.744,51064,55920
20.752,51067,55925
20.76,51071,55930
20.768,51074,55936
20.776,51077,55942
20.784,51079,55950
20.792,51082,55958
20.8,51085,55968
20.808,51089,55979
20.816,51094,55990
20.824,51099,56002
20.832,51104,56013
20.84,51109,56023
20.848,51113,56032
20.856,51116,56038
20.864,51118,56042
20.872,51119,56044
20.88,51118,56043
20.888,51117,56040
20.896,51115,56036
20.904,51114,56032
20.912,51112,56027
20.92,51110,56023
20.928,51108,56020
20.936,51106,56018
20.944,51105,56018
20.952,51105,56019
20.96,51107,56022
20.968,51113,56027
20.976,51120,56033
20.984,51128,56040
20.992,51134,56049
21,51137,56058
21.008,51139,56068
21.016,51139,56079
21.024,51139,56090
21.032,51141,56102
21.04,51145,56113
21.048,51150,56125
21.056,51155,56137
21.064,51160,56149
21.072,51165,56160
21.08,51170,56171
21.088,51176,56182
21.096,51182,56192
21.104,51187,56203
21.112,51189,56213
21.12,51187,56225
21.128,51183,56236
21.136,51180,56248
21.144,51179,56258
21.152,51184,56268
21.16,51192,56276
21.168,51203,56283
21.176,51213,56290
21.184,51222,56298
21.192,51227,56305
21.2,51231,56314
21.208,51233,56322
21.216,51235,56330
21.224,51238,56338
21.232,51242,56346
21.24,51247,56354
21.248,51252,56362
21.256,51256,56370
21.264,51257,56379
21.272,51256,56388
21.28,51253,56397
21.288,51250,56406
21.296,51250,56415
21.304,51254,56423
21.312,51261,56432
21.32,51271,56440
21.328,51280,56449
21.336,51288,56458
21.344,51293,56467
21.352,51296,56477
21.36,51298,56487
21.368,51302,56497
21.376,51306,56506
21.384,51312,56514
21.392,51318,56521
21.4,51322,56530
21.408,51324,56542
21.416,51322,56557
21.424,51318,56573
21.432,51314,56589
21.44,51313,56602
21.448,51317,56611
21.456,51325,56615
21.464,51336,56619
21.472,51347,56623
21.48,51356,56629
21.488,51362,56637
21.496,51365,56644
21.504,51365,56644
21.512,51361,56634
21.52,51352,56609
21.528,51338,56567
21.536,51317,56510
21.544,51292,56441
21.552,51262,56365
21.56,51230,56289
21.568,51197,56218
21.576,51165,56155
21.584,51137,56100
21.592,51113,56052
21.6,51094,56011
21.608,51080,55976
21.616,51070,55948
21.624,51065,55928
21.632,51061,55916
21.64,51060,55911
21.648,51060,55911
21.656,51061,55915
21.664,51063,55920
21.672,51065,55924
21.68,51067,55928
21.688,51069,55931
21.696,51071,55935
21.704,51073,55939
21.712,51075,55945
21.72,51078,55954
21.728,51081,55966
21.736,51084,55978
21.744,51089,55990
21.752,51093,56001
21.76,51098,56010
21.768,51103,56018
21.776,51108,56024
21.784,51112,56031
21.792,51115,56036
21.8,51117,56039
21.808,51118,56041
21.816,51118,56041
21.824,51117,56040
21.832,51115,56038
21.84,51113,56036
21.848,51111,56032
21.856,51109,56025
21.864,51107,56016
21.872,51107,56005
21.88,51106,55997
21.888,51107,55994
21.896,51108,55997
21.904,51110,56007
21.912,51113,56021
21.92,51116,56036
21.928,51119,56049
21.936,51123,56061
21.944,51127,56071
21.952,51132,56080
21.96,51137,56090
21.968,51142,56100
21.976,51147,56113
21.984,51151,56127
21.992,51155,56141
22,51159,56154
22.008,51163,56163
22.016,51170,56168
22.024,51178,56170
22.032,51188,56172
22.04,51198,56178
22.048,51206,56188
22.056,51210,56203
22.064,51211,56221
22.072,51210,56238
22.08,51209,56252
22.088,51209,56263
22.096,51211,56272
22.104,51215,56279
22.112,51220,56287
22.12,51225,56295
22.128,51228,56304
22.136,51230,56313
22.144,51231,56322
22.152,51231,56330
22.16,51234,56338
22.168,51241,56344
22.176,51252,56349
22.184,51266,56354
22.192,51280,56361
22.2,51289,56369
22.208,51292,56379
22.216,51289,56390
22.224,51282,56401
22.232,51276,56411
22.24,51273,56420
22.248,51275,56429
22.256,51279,56438
22.264,51285,56446
22.272,51290,56455
22.28,51293,56465
22.288,51294,56474
22.296,51295,56484
22.304,51298,56493
22.312,51305,56502
22.32,51316,56512
22.328,51329,56521
22.336,51343,56531
22.344,51352,56540
22.352,51356,56550
22.36,51354,56560
22.368,51349,56569
22.376,51344,56578
22.384,51342,56587
22.392,51342,56595
